,date,AvgSolar,AvgWindDir,AvgWindSpeed,Beam_temperature_corrected,NH4_mean,NO3_mean,PO4_mean,SiO2_mean,doy,doy_numeric,month,monthname,synconc,year,year_numeric,temp,lindex,log_syn,Beam_temperature_corrected_interpolated_flag,Beam_temperature_corrected_filled,Beam_temperature_corrected_interpolated,Beam_temperature_corrected_std,daily_index,synconc_interpolated_flag,synconc_filled,synconc_interpolated,synconc_std
37,2003-06-16,,,,,,,,,1900-06-16,167,6.0,June,38042.8872180314,2003,2003.4575342465753,,37,10.546469413306742,True,,15.316032723332802,0.57327465047685,37,False,38042.8872180314,38042.8872180314,0.1
38,2003-06-17,,,,,,,,,1900-06-17,168,6.0,June,42071.5576477656,2003,2003.4602739726026,,38,10.647127201042142,True,,15.448146425992899,0.6847606379801529,38,False,42071.5576477656,42071.5576477656,0.1
39,2003-06-18,,,,,,,,,1900-06-18,169,6.0,June,47875.6213974401,2003,2003.4630136986302,,39,10.776361705979708,True,,15.677028536358312,0.4194556289213171,39,False,47875.6213974401,47875.6213974401,0.1
40,2003-06-19,,,,,,,,,1900-06-19,170,6.0,June,53281.107339622,2003,2003.4657534246576,,40,10.883337088399612,True,,15.895890195679673,0.3703979934181039,40,False,53281.107339622,53281.107339622,0.1
41,2003-06-20,,,,,,,,,1900-06-20,171,6.0,June,53283.8112273788,2003,2003.468493150685,,41,10.883387834701374,True,,16.082007170672114,0.6354321737847812,41,False,53283.8112273788,53283.8112273788,0.1
42,2003-06-21,,,,,,,,,1900-06-21,172,6.0,June,49459.5573439611,2003,2003.4712328767123,,42,10.808910591256973,True,,16.515216899793852,0.5874232158555419,42,False,49459.5573439611,49459.5573439611,0.1
43,2003-06-22,,,,,,,,,1900-06-22,173,6.0,June,44640.1103952886,2003,2003.4739726027397,,43,10.706388070064872,True,,16.472342657796684,1.022164152956048,43,False,44640.1103952886,44640.1103952886,0.1
44,2003-06-23,,,,,,,,,1900-06-23,174,6.0,June,48683.7700857258,2003,2003.4767123287672,,44,10.793100990399404,True,,16.667057209898164,0.6212713335808819,44,False,48683.7700857258,48683.7700857258,0.1
45,2003-06-24,,,,,,,,,1900-06-24,175,6.0,June,63997.0382747421,2003,2003.4794520547946,,45,11.066592084313843,True,,16.709238350819685,0.7669463435604624,45,False,63997.0382747421,63997.0382747421,0.1
46,2003-06-25,,,,,0.780577502052733,0.0950231568,0.464469107142857,2.07040359897172,1900-06-25,176,6.0,June,80786.7062773458,2003,2003.482191780822,,46,11.299567704702783,True,,16.784493729782664,0.6166029028193387,46,False,80786.7062773458,80786.7062773458,0.1
47,2003-06-26,,,,,,,,,1900-06-26,177,6.0,June,96552.7137795782,2003,2003.4849315068493,,47,11.477844394966345,True,,16.96097707526357,0.6583149639262259,47,False,96552.7137795782,96552.7137795782,0.1
48,2003-06-27,,,,,,,,,1900-06-27,178,6.0,June,112736.386402855,2003,2003.4876712328767,,48,11.632807508636997,True,,17.05769509910149,0.5873864157700329,48,False,112736.386402855,112736.386402855,0.1
49,2003-06-28,,,,,,,,,1900-06-28,179,6.0,June,127448.366173728,2003,2003.490410958904,,49,11.755466590371194,True,,17.223862241243708,0.6484485885930671,49,False,127448.366173728,127448.366173728,0.1
50,2003-06-29,,,,,,,,,1900-06-29,180,6.0,June,147364.475503589,2003,2003.4931506849316,,50,11.900664222252075,True,,17.30544158614997,0.8537818417809854,50,False,147364.475503589,147364.475503589,0.1
51,2003-06-30,,,,,,,,,1900-06-30,181,6.0,June,167713.060262208,2003,2003.495890410959,,51,12.030009823504061,True,,17.279624406250008,0.7318545644959347,51,False,167713.060262208,167713.060262208,0.1
52,2003-07-01,,,,,,,,,1900-07-01,182,7.0,July,193716.203491643,2003,2003.4986301369863,,52,12.174149498408765,True,,17.48362036150947,0.7106556061459731,52,False,193716.203491643,193716.203491643,0.1
53,2003-07-02,,,,,,,,,1900-07-02,183,7.0,July,195049.857296333,2003,2003.5013698630137,,53,12.181010483308455,True,,17.684821345217436,0.6566675880919312,53,False,195049.857296333,195049.857296333,0.1
54,2003-07-03,,,,,,,,,1900-07-03,184,7.0,July,170184.214427822,2003,2003.504109589041,,54,12.044636743627539,True,,17.963124582079267,0.8665547116521336,54,False,170184.214427822,170184.214427822,0.1
55,2003-07-04,,,,,,,,,1900-07-04,185,7.0,July,149765.510895491,2003,2003.5068493150684,,55,11.916826089214744,True,,18.10594737847223,0.6696592777662707,55,False,149765.510895491,149765.510895491,0.1
56,2003-07-05,,,,,,,,,1900-07-05,186,7.0,July,147633.966193738,2003,2003.509589041096,,56,11.90249128793802,True,,18.08604556554632,0.762441943125031,56,False,147633.966193738,147633.966193738,0.1
57,2003-07-06,,,,,,,,,1900-07-06,187,7.0,July,189933.643808845,2003,2003.5123287671233,,57,12.154430047031703,True,,18.210190561722808,1.1250190669942648,57,False,189933.643808845,189933.643808845,0.1
58,2003-07-07,,,,,0.68880051090229,0.0525398016,0.963674151785714,4.06230848329049,1900-07-07,188,7.0,July,250422.548604884,2003,2003.5150684931507,,58,12.430904964492786,True,,18.23236630915462,1.024254802473737,58,False,250422.548604884,250422.548604884,0.1
59,2003-07-08,,,,,,,,,1900-07-08,189,7.0,July,255088.036687439,2003,2003.517808219178,,59,12.449364006469812,True,,18.45164369138084,0.9722093208878908,59,False,255088.036687439,255088.036687439,0.1
60,2003-07-09,,,,,,,,,1900-07-09,190,7.0,July,223671.900674893,2003,2003.5205479452054,,60,12.317935527942879,True,,18.777096288344314,0.9449825818761889,60,False,223671.900674893,223671.900674893,0.1
61,2003-07-10,,,,,,,,,1900-07-10,191,7.0,July,202467.390523538,2003,2003.5232876712328,,61,12.218334118109627,True,,18.86337625771244,0.9075465650173863,61,False,202467.390523538,202467.390523538,0.1
62,2003-07-11,,,,,,,,,1900-07-11,192,7.0,July,187582.671048208,2003,2003.5260273972603,,62,12.141974939476464,True,,18.898934492628165,0.7229591235335345,62,False,187582.671048208,187582.671048208,0.1
63,2003-07-12,,,,,,,,,1900-07-12,193,7.0,July,181290.491549358,2003,2003.5287671232877,,63,12.107855949418118,True,,19.06112513600663,0.8386995690031571,63,False,181290.491549358,181290.491549358,0.1
64,2003-07-13,,,,,,,,,1900-07-13,194,7.0,July,190193.131545285,2003,2003.531506849315,,64,12.155795316692092,True,,19.058395956675174,1.2067034746622982,64,False,190193.131545285,190193.131545285,0.1
65,2003-07-14,,,,,,,,,1900-07-14,195,7.0,July,189411.310947394,2003,2003.5342465753424,,65,12.151676177842157,True,,19.166083737712412,1.1909828058604195,65,False,189411.310947394,189411.310947394,0.1
66,2003-07-15,,,,,,,,,1900-07-15,196,7.0,July,164655.738944826,2003,2003.5369863013698,,66,12.011612142616606,True,,19.163480709438318,0.993481271632129,66,False,164655.738944826,164655.738944826,0.1
67,2003-07-16,,,,,,,,,1900-07-16,197,7.0,July,133431.039703347,2003,2003.5397260273974,,67,11.80134006683192,True,,19.11513642374864,0.9204242617551276,67,False,133431.039703347,133431.039703347,0.1
68,2003-07-17,,,,,,,,,1900-07-17,198,7.0,July,105255.410036791,2003,2003.5424657534247,,68,11.564145151998337,True,,19.55238760046283,1.0501394563119948,68,False,105255.410036791,105255.410036791,0.1
69,2003-07-18,,,,,,,,,1900-07-18,199,7.0,July,88703.4755162015,2003,2003.545205479452,,69,11.393054350350805,True,,19.76846548827167,0.9715081837929551,69,False,88703.4755162015,88703.4755162015,0.1
70,2003-07-19,,,,,,,,,1900-07-19,200,7.0,July,83693.5095825313,2003,2003.5479452054794,,70,11.33491670965406,True,,19.54337688202,0.9601569205849367,70,False,83693.5095825313,83693.5095825313,0.1
71,2003-07-20,,,,,,,,,1900-07-20,201,7.0,July,84566.5374524645,2003,2003.5506849315068,,71,11.345293928961429,True,,19.621091183645635,0.9521034384721486,71,False,84566.5374524645,84566.5374524645,0.1
72,2003-07-21,,,,,,,,,1900-07-21,202,7.0,July,84848.758321881,2003,2003.5534246575342,,72,11.34862563675307,True,,19.63093696280113,0.744370633022827,72,False,84848.758321881,84848.758321881,0.1
73,2003-07-22,,,,,,,,,1900-07-22,203,7.0,July,79609.0805511035,2003,2003.5561643835617,,73,11.284883442601327,True,,19.604465345686453,0.8481040490021977,73,False,79609.0805511035,79609.0805511035,0.1
74,2003-07-23,,,,,,,,,1900-07-23,204,7.0,July,73901.1917004559,2003,2003.558904109589,,74,11.21048423265818,True,,19.41503006558641,0.5203778199657424,74,False,73901.1917004559,73901.1917004559,0.1
75,2003-07-24,,,,,,,,,1900-07-24,205,7.0,July,71007.1384695791,2003,2003.5616438356165,,75,11.17053569279452,True,,19.52250328945078,0.7317701179208641,75,False,71007.1384695791,71007.1384695791,0.1
76,2003-07-25,,,,,,,,,1900-07-25,206,7.0,July,67034.6678940397,2003,2003.5643835616438,,76,11.112965195806035,True,,19.60762172839507,0.7465532972688845,76,False,67034.6678940397,67034.6678940397,0.1
77,2003-07-26,,,,,,,,,1900-07-26,207,7.0,July,60278.9161265719,2003,2003.5671232876712,,77,11.006737671931331,True,,19.736059946702003,0.4634308288856864,77,False,60278.9161265719,60278.9161265719,0.1
78,2003-07-27,,,,,,,,,1900-07-27,208,7.0,July,44162.3222990479,2003,2003.5698630136985,,78,10.695627267861918,True,,19.960108788514965,0.45026234924691266,78,False,44162.3222990479,44162.3222990479,0.1
79,2003-07-28,,,,,,,,,1900-07-28,209,7.0,July,35146.8675897213,2003,2003.572602739726,,79,10.467290777754881,True,,20.011297898735855,0.4608211200650154,79,False,35146.8675897213,35146.8675897213,0.1
80,2003-07-29,,,,,,,,,1900-07-29,210,7.0,July,32979.3039325323,2003,2003.5753424657535,,80,10.403635490145934,True,,20.08557350529262,0.4788508057968365,80,False,32979.3039325323,32979.3039325323,0.1
81,2003-07-30,,,,,,,,,1900-07-30,211,7.0,July,36391.4356069982,2003,2003.5780821917808,,81,10.502088740418824,True,,20.073088171831436,0.416346020541949,81,False,36391.4356069982,36391.4356069982,0.1
82,2003-07-31,,,,,0.600077182738801,0.11800932,0.241166651785714,5.401692802056555,1900-07-31,212,7.0,July,61424.1592075757,2003,2003.5808219178082,,82,11.02555850918134,True,,20.070614171796493,0.48835887361967456,82,False,61424.1592075757,61424.1592075757,0.1
83,2003-08-01,,,,,,,,,1900-08-01,213,8.0,August,76462.5344246467,2003,2003.5835616438355,,83,11.244556153766794,True,,20.139272508431713,0.4119190066251763,83,False,76462.5344246467,76462.5344246467,0.1
84,2003-08-02,,,,,,,,,1900-08-02,214,8.0,August,70124.0086114656,2003,2003.5863013698631,,84,11.158020505277157,True,,20.23650944097222,0.6340359047092199,84,False,70124.0086114656,70124.0086114656,0.1
85,2003-08-03,,,,,,,,,1900-08-03,215,8.0,August,66511.8938895722,2003,2003.5890410958905,,85,11.105136066133499,True,,20.248709582702013,0.8690148928092108,85,False,66511.8938895722,66511.8938895722,0.1
86,2003-08-04,,,,,,,,,1900-08-04,216,8.0,August,68526.3460268095,2003,2003.5917808219178,,86,11.134973563835558,True,,20.201746623887892,0.905767763633924,86,False,68526.3460268095,68526.3460268095,0.1
87,2003-08-05,,,,,,,,,1900-08-05,217,8.0,August,66362.47293321,2003,2003.5945205479452,,87,11.10288700902912,True,,20.17003649838004,0.8608208939721003,87,False,66362.47293321,66362.47293321,0.1
88,2003-08-06,,,,,,,,,1900-08-06,218,8.0,August,53231.3434937516,2003,2003.5972602739726,,88,10.882402665257493,True,,20.01149413548282,0.8635757130250474,88,False,53231.3434937516,53231.3434937516,0.1
89,2003-08-07,,,,,,,,,1900-08-07,219,8.0,August,32472.6272612386,2003,2003.6,,89,10.388152775320295,True,,20.06851454919327,1.0719516591926461,89,False,32472.6272612386,32472.6272612386,0.1
90,2003-08-08,,,,,,,,,1900-08-08,220,8.0,August,26396.1840944565,2003,2003.6027397260275,,90,10.180974736810576,True,,19.863708454966698,0.8774019023742203,90,False,26396.1840944565,26396.1840944565,0.1
91,2003-08-09,,,,,,,,,1900-08-09,221,8.0,August,34925.9424353318,2003,2003.6054794520549,,91,10.460985168308882,True,,19.83116622812951,1.0431495054312,91,False,34925.9424353318,34925.9424353318,0.1
92,2003-08-10,,,,,,,,,1900-08-10,222,8.0,August,38558.1979796367,2003,2003.6082191780822,,92,10.559924014739227,True,,19.85311555281356,0.7274581274349172,92,False,38558.1979796367,38558.1979796367,0.1
93,2003-08-11,,,,,,,,,1900-08-11,223,8.0,August,38182.2047290568,2003,2003.6109589041096,,93,10.550124841266184,True,,19.801694536438617,0.7607818233655828,93,False,38182.2047290568,38182.2047290568,0.1
94,2003-08-12,,,,,,,,,1900-08-12,224,8.0,August,40615.3917643824,2003,2003.613698630137,,94,10.611902381243837,True,,19.95961759715048,0.7638666793999944,94,False,40615.3917643824,40615.3917643824,0.1
95,2003-08-13,,,,,2.41742486999361,0.370959732,0.3721707589285715,44.1064652956298,1900-08-13,225,8.0,August,45510.8519589375,2003,2003.6164383561643,,95,10.725706081093376,True,,19.844264210018387,0.7158737938965299,95,False,45510.8519589375,45510.8519589375,0.1
96,2003-08-14,,,,,,,,,1900-08-14,226,8.0,August,47340.1757915577,2003,2003.6191780821919,,96,10.765114596444217,True,,19.996570206234228,0.6030940277222191,96,False,47340.1757915577,47340.1757915577,0.1
97,2003-08-15,,,,,1.219593212298149,0.0,1.6325890625,1.86925064267352,1900-08-15,227,8.0,August,46963.5627750989,2003,2003.6219178082192,,97,10.757127319918395,True,,20.086146791147062,0.8418848872652996,97,False,46963.5627750989,46963.5627750989,0.1
98,2003-08-16,,,,,,,,,1900-08-16,228,8.0,August,50377.2171339154,2003,2003.6246575342466,,98,10.827294310864387,True,,20.0616578373016,0.9992260479011592,98,False,50377.2171339154,50377.2171339154,0.1
99,2003-08-17,,,,,,,,,1900-08-17,229,8.0,August,51406.0406339372,2003,2003.627397260274,,99,10.847510966599115,True,,20.061004094581595,0.5580231016320636,99,False,51406.0406339372,51406.0406339372,0.1
100,2003-08-18,,,,,,,,,1900-08-18,230,8.0,August,53265.9739563678,2003,2003.6301369863013,,100,10.88305301898782,True,,20.32922132995884,0.7345071267134149,100,False,53265.9739563678,53265.9739563678,0.1
101,2003-08-19,,,,,,,,,1900-08-19,231,8.0,August,62692.8680536046,2003,2003.6328767123289,,101,11.046002972999872,True,,20.347876176440792,0.6626580786345702,101,False,62692.8680536046,62692.8680536046,0.1
102,2003-08-20,,,,,,,,,1900-08-20,232,8.0,August,68927.5039636644,2003,2003.6356164383562,,102,11.140810564048435,True,,20.32870472704236,0.7504772966396193,102,False,68927.5039636644,68927.5039636644,0.1
103,2003-08-21,,,,,,,,,1900-08-21,233,8.0,August,75854.8058552722,2003,2003.6383561643836,,103,11.236576342759923,True,,20.36695941612399,0.9240298606447147,103,False,75854.8058552722,75854.8058552722,0.1
104,2003-08-22,,,,,,,,,1900-08-22,234,8.0,August,83088.1928903913,2003,2003.641095890411,,104,11.327657887600655,True,,20.520765666193533,1.108684387187734,104,False,83088.1928903913,83088.1928903913,0.1
105,2003-08-23,,,,,,,,,1900-08-23,235,8.0,August,80262.8752297965,2003,2003.6438356164383,,105,11.293062467123882,True,,20.305470559510596,0.8562291899905875,105,False,80262.8752297965,80262.8752297965,0.1
106,2003-08-24,,,,,,,,,1900-08-24,236,8.0,August,72333.1319675027,2003,2003.6465753424657,,106,11.189037559991203,True,,19.93408252791499,0.7262341487357863,106,False,72333.1319675027,72333.1319675027,0.1
107,2003-08-25,,,,,,,,,1900-08-25,237,8.0,August,64526.205687956,2003,2003.6493150684933,,107,11.07482671000629,True,,20.1239558461595,0.7611782032844331,107,False,64526.205687956,64526.205687956,0.1
108,2003-08-26,,,,,,,,,1900-08-26,238,8.0,August,55241.129639889,2003,2003.6520547945206,,108,10.919463056986276,True,,20.316690604198776,0.7504654968442659,108,False,55241.129639889,55241.129639889,0.1
109,2003-08-27,,,,,,,,,1900-08-27,239,8.0,August,41001.6702261182,2003,2003.654794520548,,109,10.621368082079101,True,,20.266151024438937,0.6747854720048221,109,False,41001.6702261182,41001.6702261182,0.1
110,2003-08-28,,,,,,,,,1900-08-28,240,8.0,August,30904.9699245542,2003,2003.6575342465753,,110,10.338672288934971,True,,19.854263255044188,0.689393772419818,110,False,30904.9699245542,30904.9699245542,0.1
111,2003-08-29,,,,,,,,,1900-08-29,241,8.0,August,29090.2984678703,2003,2003.6602739726027,,111,10.278160011590284,True,,19.761400520833337,0.7635486168970205,111,False,29090.2984678703,29090.2984678703,0.1
112,2003-08-30,,,,,,,,,1900-08-30,242,8.0,August,30977.4095724588,2003,2003.66301369863,,112,10.341013494350202,True,,19.675848005633654,0.7496771475816045,112,False,30977.4095724588,30977.4095724588,0.1
113,2003-08-31,,,,,,,,,1900-08-31,243,8.0,August,31873.2409817488,2003,2003.6657534246576,,113,10.369522096051673,True,,19.649433128095634,0.5193286372757419,113,False,31873.2409817488,31873.2409817488,0.1
114,2003-09-01,,,,,,,,,1900-09-01,244,9.0,September,32055.7196764264,2003,2003.668493150685,,114,10.375230907469485,True,,19.667233803243487,0.5061839235773712,114,False,32055.7196764264,32055.7196764264,0.1
115,2003-09-02,,,,,,,,,,245,,,,2003,,,115,,True,,19.525930587173754,0.6658239865991605,115,True,32076.652397132042,32076.652397132042,26385.020704920098
116,2003-09-03,,,,,,,,,,246,,,,2003,,,116,,True,,19.695622167576172,1.0109658123952865,116,True,32005.528713345626,32005.528713345626,29581.19080159981
117,2003-09-04,,,,,,,,,,247,,,,2003,,,117,,True,,19.71661419178435,0.8769790516849681,117,True,31850.198627459224,31850.198627459224,30217.25537576411
118,2003-09-05,,,,,,,,,,248,,,,2003,,,118,,True,,19.53567392108662,0.7467271614669464,118,True,31618.51214186488,31618.51214186488,31479.935238931597
119,2003-09-06,,,,,,,,,,249,,,,2003,,,119,,True,,19.563888378454283,0.7256829307703915,119,True,31318.31925895466,31318.31925895466,31412.160139932894
120,2003-09-07,,,,,,,,,,250,,,,2003,,,120,,True,,19.701311752323885,0.7380939022025746,120,True,30957.469981120623,30957.469981120623,32729.24062658545
121,2003-09-08,,,,,,,,,,251,,,,2003,,,121,,True,,19.653131485936353,0.7240914847046787,121,True,30543.814310754817,30543.814310754817,35557.75326924487
122,2003-09-09,,,,,,,,,,252,,,,2003,,,122,,True,,19.486070542947324,0.6803364085923184,122,True,,59839.25425918448,36907.45582192082
123,2003-09-10,,,,,,,,,,253,,,,2003,,,123,,True,,19.381710842171305,1.0417120593391467,123,True,,62329.527230859305,38115.209344769624
124,2003-09-11,,,,,,,,,,254,,,,2003,,,124,,True,,19.432115243119533,0.7433901617446893,124,True,,62934.90892900454,38433.49469140569
125,2003-09-12,,,,,,,,,,255,,,,2003,,,125,,True,,19.472487469587975,0.8017368522079251,125,True,,61782.18173360467,35163.979249214455
126,2003-09-13,,,,,,,,,,256,,,,2003,,,126,,True,,19.49234732649545,0.8782123416555992,126,True,,59337.3808234448,35453.806496540645
127,2003-09-14,,,,,,,,,,257,,,,2003,,,127,,True,,19.52452557949317,0.7863390908021596,127,True,,62750.55727832816,39021.88343592765
128,2003-09-15,,,,,,,,,,258,,,,2003,,,128,,True,,19.468175946577933,0.6914345444093135,128,True,,67803.5423258351,43012.804400047666
129,2003-09-16,,,,,,,,,,259,,,,2003,,,129,,True,,19.312206141807824,0.6110151519923579,129,True,,66558.86979489897,46134.94331902105
130,2003-09-17,,,,,,,,,,260,,,,2003,,,130,,True,,19.084514284765675,0.6936318976001767,130,True,,64886.43172361001,48506.35445113551
131,2003-09-18,,,,,,,,,,261,,,,2003,,,131,,True,,19.00041716884837,0.8840908790672842,131,True,,63211.7155756532,45904.60452352078
132,2003-09-19,,,,,,,,,,262,,,,2003,,,132,,True,,19.049704974499665,0.6582996218201157,132,True,,63462.09917059079,41968.64317450521
133,2003-09-20,,,,,,,,,,263,,,,2003,,,133,,True,,18.71815489607258,0.5277667741586366,133,True,,66426.70267764435,43778.57099521631
134,2003-09-21,,,,,,,,,,264,,,,2003,,,134,,True,,18.658109281430374,0.36238849726158273,134,True,,62130.90636844175,41147.16133400191
