date,AvgSolar,AvgWindDir,AvgWindSpeed,Beam_temperature_corrected,NH4_mean,NO3_mean,PO4_mean,SiO2_mean,doy,doy_numeric,month,monthname,synconc,year
2003-06-30,,,,,,,,,,,,,167713.060262208,
2003-07-01,,,,,,,,,,,,,193716.203491643,
2003-07-02,,,,,,,,,,,,,195049.857296333,
2003-07-03,,,,,,,,,,,,,170184.214427822,
2003-07-04,,,,,,,,,,,,,149765.510895491,
2003-07-05,,,,,,,,,,,,,147633.966193738,
2003-07-06,,,,,,,,,,,,,189933.643808845,
2003-07-07,,,,,0.68880051090229,0.0525398016,0.963674151785714,4.06230848329049,,,,,250422.548604884,
2003-07-08,,,,,,,,,,,,,255088.036687439,
2003-07-09,,,,,,,,,,,,,223671.900674893,
2003-07-10,,,,,,,,,,,,,202467.390523538,
2003-07-11,,,,,,,,,,,,,187582.671048208,
2003-07-12,,,,,,,,,,,,,181290.491549358,
2003-07-13,,,,,,,,,,,,,190193.131545285,
2003-07-14,,,,,,,,,,,,,189411.310947394,
2003-07-15,,,,,,,,,,,,,164655.738944826,
2003-07-16,,,,,,,,,,,,,133431.039703347,
2003-07-17,,,,,,,,,,,,,105255.410036791,
2003-07-18,,,,,,,,,,,,,88703.4755162015,
2003-07-19,,,,,,,,,,,,,83693.5095825313,
2003-07-20,,,,,,,,,,,,,84566.5374524645,
2003-07-21,,,,,,,,,,,,,84848.758321881,
2003-07-22,,,,,,,,,,,,,79609.0805511035,
2003-07-23,,,,,,,,,,,,,73901.1917004559,
2003-07-24,,,,,,,,,,,,,71007.1384695791,
2003-07-25,,,,,,,,,,,,,67034.6678940397,
2003-07-26,,,,,,,,,,,,,60278.9161265719,
2003-07-27,,,,,,,,,,,,,44162.3222990479,
2003-07-28,,,,,,,,,,,,,35146.8675897213,
2003-07-29,,,,,,,,,,,,,32979.3039325323,
2003-07-30,,,,,,,,,,,,,36391.4356069982,
2003-07-31,,,,,0.600077182738801,0.11800932,0.241166651785714,5.401692802056555,,,,,61424.1592075757,
2003-08-01,,,,,,,,,,,,,76462.5344246467,
2003-08-02,,,,,,,,,,,,,70124.0086114656,
2003-08-03,,,,,,,,,,,,,66511.8938895722,
2003-08-04,,,,,,,,,,,,,68526.3460268095,
2003-08-05,,,,,,,,,,,,,66362.47293321,
2003-08-06,,,,,,,,,,,,,53231.3434937516,
2003-08-07,,,,,,,,,,,,,32472.6272612386,
2003-08-08,,,,,,,,,,,,,26396.1840944565,
2003-08-09,,,,,,,,,,,,,34925.9424353318,
2003-08-10,,,,,,,,,,,,,38558.1979796367,
2003-08-11,,,,,,,,,,,,,38182.2047290568,
2003-08-12,,,,,,,,,,,,,40615.3917643824,
2003-08-13,,,,,2.41742486999361,0.370959732,0.3721707589285715,44.1064652956298,,,,,45510.8519589375,
2003-08-14,,,,,,,,,,,,,47340.1757915577,
2003-08-15,,,,,1.219593212298149,0.0,1.6325890625000001,1.8692506426735198,,,,,46963.5627750989,
2003-08-16,,,,,,,,,,,,,50377.2171339154,
2003-08-17,,,,,,,,,,,,,51406.0406339372,
2003-08-18,,,,,,,,,,,,,53265.9739563678,
2003-08-19,,,,,,,,,,,,,62692.8680536046,
2003-08-20,,,,,,,,,,,,,68927.5039636644,
2003-08-21,,,,,,,,,,,,,75854.8058552722,
2003-08-22,,,,,,,,,,,,,83088.1928903913,
2003-08-23,,,,,,,,,,,,,80262.8752297965,
2003-08-24,,,,,,,,,,,,,72333.1319675027,
2003-08-25,,,,,,,,,,,,,64526.205687956,
2003-08-26,,,,,,,,,,,,,55241.129639889,
2003-08-27,,,,,,,,,,,,,41001.6702261182,
2003-08-28,,,,,,,,,,,,,30904.9699245542,
2003-08-29,,,,,,,,,,,,,29090.2984678703,
2003-08-30,,,,,,,,,,,,,30977.4095724588,
2003-08-31,,,,,,,,,,,,,31873.2409817488,
2003-09-01,,,,,,,,,,,,,32055.7196764264,
2003-10-01,,,,,0.756923638354165,0.1279631496,0.3329687723214285,6.2602724935732645,,,,,24510.1750553036,
2003-10-02,,,,,,,,,,,,,24322.9249365921,
2003-10-03,,,,,,,,,,,,,21222.3333615347,
2003-10-04,,,,,,,,,,,,,19122.1874078465,
2003-10-05,,,,,,,,,,,,,17529.3597208192,
2003-10-06,,,,,,,,,,,,,14109.1623817512,
2003-10-07,,,,,,,,,,,,,13025.04120217,
2003-10-08,,,,,,,,,,,,,15356.0543083757,
2003-10-09,,,,,2.4410787336921853,0.730118532,1.523418973214287,9.37569023136248,,,,,17274.6950713086,
2003-10-10,,,,,,,,,,,,,16423.4897194463,
2003-10-11,,,,,,,,,,,,,15954.2748659286,
2003-10-12,,,,,,,,,,,,,15251.398521319,
2003-10-13,,,,,,,,,,,,,13470.887331506,
2003-10-14,,,,,,,,,,,,,14114.809562367,
2003-10-15,,,,,,,,,,,,,15261.957806842,
2003-10-16,,,,,,,,,,,,,12486.6633358106,
2003-10-17,,,,,,,,,,,,,8741.04589907581,
2003-10-18,,,,,,,,,,,,,7691.78752282965,
2003-10-19,,,,,,,,,,,,,7308.21320419758,
2003-10-20,,,,,,,,,,,,,9043.53449113958,
2003-10-21,,,,,,,,,,,,,11789.0335189749,
2003-10-22,,,,,,,,,,,,,12359.1279718763,
2003-10-23,,,,,,,,,,,,,11185.4006526073,
2003-10-24,,,,,,,,,,,,,10539.4784497019,
2003-10-25,,,,,,,,,,,,,10269.8591081518,
2003-10-27,,,,,,,,,,,,,10481.1055396393,
2003-10-28,,,,,,,,,,,,,8321.24772629481,
2003-10-29,,,,,,,,,,,,,7311.76358103772,
2003-10-30,,,,,,,,,,,,,6878.03830387416,
2003-10-31,,,,,,,,,,,,,5081.9510748085,
2003-11-01,,,,,,,,,,,,,3818.73913282986,
2003-11-02,,,,,,,,,,,,,5283.22327016245,
2003-11-03,,,,,,,,,,,,,7475.396313968,
2003-11-04,,,,,,,,,,,,,7424.61514458649,
2003-11-05,,,,,,,,,,,,,6884.6007633996,
2003-11-06,,,,,,,,,,,,,8528.82332378727,
2003-11-07,,,,,,,,,,,,,12004.3092383889,
2003-11-08,,,,,,,,,,,,,13199.5208069447,
2003-11-09,,,,,,,,,,,,,10206.4708125673,
2003-11-10,,,,,,,,,,,,,5934.34140693677,
2003-11-11,,,,,,,,,,,,,3665.15104797899,
2003-11-12,,,,,,,,,,,,,3116.00138109335,
2003-11-13,,,,,,,,,,,,,3011.95215591017,
2003-11-14,,,,,,,,,,,,,3240.15069478165,
2003-11-18,,,,,2.3180786424596302,2.0201398,0.64578970982143,4.474426735218509,,,,,,
2003-11-18,,,,,3.504556445579785,0.83542956,0.665183575892857,5.023917737789205,,,,,,
2003-11-18,,,,,8.084890612170405,1.015393236,0.9740949330357136,3.8807802056555296,,,,,,
2003-11-20,,,,,,,,,,,,,8982.62311826734,
2003-11-21,,,,,,,,,,,,,8084.67820040336,
2003-11-22,,,,,,,,,,,,,6586.88742408706,
2003-11-23,,,,,,,,,,,,,6062.89288789885,
2003-11-24,,,,,,,,,,,,,6115.99087918247,
2003-11-25,,,,,,,,,,,,,6622.0762731262,
2003-11-26,,,,,,,,,,,,,6402.8672166924,
2003-11-27,,,,,,,,,,,,,6977.25785718924,
2003-11-28,,,,,,,,,,,,,8500.91901572105,
2003-11-29,,,,,,,,,,,,,9769.85470775822,
2003-11-30,,,,,,,,,,,,,11630.4198510642,
2003-12-01,,,,,,,,,,,,,14620.5694145753,
2003-12-02,,,,,,,,,,,,,15226.4878767218,
2003-12-03,,,,,,,,,,,,,13908.7691083059,
2003-12-04,,,,,,,,,,,,,13715.5193930791,
2003-12-06,,,,,,,,,,,,,9510.71683395757,
2003-12-07,,,,,,,,,,,,,9515.25292673228,
2003-12-08,,,,,,,,,,,,,9167.11493642537,
2003-12-09,,,,,,,,,,,,,8358.73191335963,
2003-12-10,,,,,,,,,,,,,6789.70963501717,
2003-12-11,,,,,,,,,,,,,5753.25614995758,
2003-12-12,,,,,,,,,,,,,5651.57154681947,
2003-12-13,,,,,,,,,,,,,5575.18252692735,
2003-12-14,,,,,,,,,,,,,5472.32883840018,
2003-12-15,,,,,,,,,,,,,5333.83742358276,
2003-12-16,,,,,,,,,,,,,5121.46845563393,
2003-12-17,,,,,,,,,,,,,4956.03790653057,
2003-12-18,,,,,,,,,,,,,5336.9888222498,
2003-12-19,,,,,,,,,,,,,5909.69274561456,
2004-02-02,,,,,1.015223829942524,0.252950412,0.2510912053571425,0.4415552699228795,,,,,,
2004-02-02,,,,,0.7257005382720575,0.150846696,0.2491062946428575,5.782411568123407,,,,,,
2004-02-02,,,,,1.79296286835143,0.473063448,0.3557952455357145,16.1000248071979,,,,,,
2004-02-02,,,,,0.31729292765258643,0.08081073,0.16822118303571398,3.36072622107969,,,,,,
2004-05-06,,,,,0.16652320043791602,0.3190612496,0.245632700892857,5.396786632390745,,,,,,
2004-05-10,,,,,0.207680923273424,0.580811088,0.3138741294642855,2.55611439588689,,,,,,
2004-05-10,,,,,0.8070698293951285,2.50384992,0.279376183035714,4.68048586118252,,,,,,
2004-05-10,,,,,0.7734813429431635,0.641868084,0.37266698660714304,6.3780205655527,,,,,,
2004-05-10,,,,,1.49492418574948,0.476141952,0.348351830357143,2.89464010282776,,,,,,
2004-05-10,,,,,1.1131508256545941,0.124166328,0.2416628794642855,3.125230077120825,,,,,,
2004-05-20,,,,,,,,,,,,,3999.04079195946,
2004-05-21,,,,,,,,,,,,,4633.88338511787,
2004-05-22,,,,,,,,,,,,,5118.25803269992,
2004-05-23,,,,,,,,,,,,,5441.56613601631,
2004-05-24,,,,,,,,,,,,,5684.11504424997,
2004-05-25,,,,,,,,,,,,,5862.87774700371,
2004-05-26,,,,,,,,,,,,,6399.13484913715,
2004-05-27,,,,,,,,,,,,,7262.88520409446,
2004-05-28,,,,,,,,,,,,,8162.86330057424,
2004-05-29,,,,,,,,,,,,,10813.6032928715,
2004-05-30,,,,,,,,,,,,,15987.5095518611,
2004-05-31,,,,,,,,,,,,,19738.4839144658,
2004-06-01,,,,,,,,,,,,,20549.3709014385,
2004-06-02,,,,,,,,,,,,,20941.520135764,
2004-06-03,,,,,,,,,,,,,24342.8333613343,
2004-06-04,,,,,,,,,,,,,29728.2565330227,
2004-06-05,,,,,,,,,,,,,31711.6572076554,
2004-06-06,,,,,,,,,,,,,31568.9776299371,
2004-06-07,,,,,,,,,,,,,35522.4241820451,
2004-06-08,,,,,,,,,,,,,43380.3056768811,
2004-06-09,,,,,,,,,,,,,57015.5005595525,
2004-06-10,,,,,,,,,,,,,69605.1514904495,
2004-06-11,,,,,,,,,,,,,85839.2728451567,
2004-06-12,,,,,,,,,,,,,110039.384819916,
2004-06-13,,,,,,,,,,,,,124109.678333363,
2004-06-14,,,,,,,,,,,,,121060.17977502,
2004-06-15,,,,,,,,,,,,,136043.250431752,
2004-06-16,,,,,,,,,,,,,149468.212342918,
2004-06-17,,,,,,,,,,,,,138134.533006385,
2004-06-18,,,,,,,,,,,,,125121.710606228,
2004-06-19,,,,,,,,,,,,,115317.39035061,
2004-06-20,,,,,,,,,,,,,130563.114803656,
2004-06-21,,,,,,,,,,,,,145622.289005218,
2004-06-22,,,,,,,,,,,,,126255.647501162,
2004-06-23,,,,,,,,,,,,,101364.970611388,
2004-06-24,,,,,,,,,,,,,80055.8435326405,
2004-06-25,,,,,,,,,,,,,60590.6998769734,
2004-06-26,,,,,,,,,,,,,40083.1190704341,
2004-06-27,,,,,,,,,,,,,46981.4435410511,
2004-06-28,,,,,,,,,,,,,70623.2182091609,
2004-06-29,,,,,1.589539640543745,0.652129764,0.3543065625,3.4146940874036,,,,,81967.9148996305,
2004-06-29,,,,,0.554962320956117,0.178809774,0.2860752566964285,4.314976221079695,,,,,81967.9148996305,
2004-06-29,,,,,1.826078277529425,0.924064284,0.379614174107143,4.47442673521851,,,,,81967.9148996305,
2004-06-30,,,,,,,,,,,,,71907.6682680142,
2004-07-01,,,,,,,,,,,,,59486.5022566299,
2004-07-02,,,,,,,,,,,,,55928.8456519377,
2004-07-03,,,,,,,,,,,,,53276.7343942462,
2004-07-04,,,,,,,,,,,,,50260.5475917074,
2004-07-05,,,,,,,,,,,,,46780.5354658023,
2004-07-06,,,,,,,,,,,,,45173.5582554465,
2004-07-07,,,,,,,,,,,,,48438.5043544512,
2004-07-08,,,,,,,,,,,,,50523.0100852857,
2004-07-09,,,,,,,,,,,,,47035.4181147054,
2004-07-10,,,,,,,,,,,,,45457.8462763671,
2004-07-11,,,,,,,,,,,,,46316.0936417792,
2004-07-12,,,,,,,,,,,,,40542.3176415214,
2004-07-13,,,,,,,,,,,,,29782.1563468105,
2004-07-14,,,,,,,,,,,,,26173.5481777673,
2004-07-15,,,,,,,,,,,,,26675.958132055,
2004-07-16,,,,,,,,,,,,,27138.7446671434,
2004-07-17,,,,,,,,,,,,,29650.7637619765,
2004-07-18,,,,,,,,,,,,,31977.3825826509,
2004-07-19,,,,,,,,,,,,,32704.810484805,
2004-07-20,,,,,,,,,,,,,27810.3755874006,
2004-07-21,,,,,,,,,,,,,24442.217889342,
2004-07-22,,,,,,,,,,,,,28790.2092750361,
2004-07-23,,,,,,,,,,,,,33848.5041870413,
2004-07-24,,,,,,,,,,,,,33491.2116799521,
2004-07-25,,,,,,,,,,,,,29965.6990082423,
2004-07-27,,,,,0.61878507435453,0.051932310144,0.418816160714286,6.30933419023136,,,,,,
2004-08-03,,,,,,,,,,,,,74353.991744524,
2004-08-04,,,,,,,,,,,,,76788.8595266921,
2004-08-05,,,,,,,,,,,,,78442.4678394174,
2004-08-06,,,,,,,,,,,,,75944.9967265424,
2004-08-07,,,,,,,,,,,,,77102.3647558791,
2004-08-08,,,,,,,,,,,,,80915.4763428657,
2004-08-09,,,,,,,,,,,,,76489.0273745906,
2004-08-10,,,,,,,,,,,,,65786.3156225746,
2004-08-11,,,,,,,,,,,,,62019.3496133999,
2004-08-12,,,,,,,,,,,,,61086.8636399186,
2004-08-13,,,,,,,,,,,,,61799.4757422606,
2004-08-14,,,,,,,,,,,,,68653.4450005842,
2004-08-15,,,,,,,,,,,,,68542.3439086061,
2004-08-16,,,,,,,,,,,,,63323.4168798345,
2004-08-17,,,,,,,,,,,,,66005.996199563,
2004-08-18,,,,,,,,,,,,,78880.1116463299,
2004-08-19,,,,,,,,,,,,,88450.0856842637,
2004-08-20,,,,,,,,,,,,,94309.3227956555,
2004-08-21,,,,,,,,,,,,,95423.3693756017,
2004-08-22,,,,,,,,,,,,,83428.6571745069,
2004-08-23,,,,,,,,,,,,,85025.0103468694,
2004-08-24,,,,,,,,,,,,,99639.9190467997,
2004-08-25,,,,,,,,,,,,,92119.1188645104,
2004-08-26,,,,,,,,,,,,,87908.3238540401,
2004-08-27,,,,,,,,,,,,,91468.9641541708,
2004-08-28,,,,,,,,,,,,,86107.2283712029,
2004-08-29,,,,,,,,,,,,,68134.2687875799,
2004-08-30,,,,,,,,,,,,,63434.2371564387,
2004-08-31,,,,,,,,,,,,,66472.1367023186,
2004-09-01,,,,,,,,,,,,,62476.8247676514,
2004-09-02,,,,,,,,,,,,,60440.0726560669,
2004-09-03,,,,,0.0720023610984399,0.0,0.524016428571429,5.01410539845758,,,,,62824.4645047911,
2004-09-03,,,,,0.0486985745826111,0.0712160592,0.364231116071429,4.88654498714653,,,,,62824.4645047911,
2004-09-03,,,,,0.268707891615729,0.0,0.429733169642857,5.20053984575835,,,,,62824.4645047911,
2004-09-04,,,,,,,,,,,,,64539.6055805326,
2004-09-05,,,,,,,,,,,,,60003.1226529653,
2004-09-06,,,,,,,,,,,,,57343.1248084298,
2004-09-07,,,,,,,,,,,,,41263.8986373262,
2004-09-08,,,,,,,,,,,,,31160.2741282153,
2004-09-09,,,,,,,,,,,,,46135.6324722896,
2004-09-10,,,,,,,,,,,,,58051.6373049295,
2004-09-11,,,,,,,,,,,,,49807.4625275056,
2004-09-12,,,,,,,,,,,,,43052.9595763162,
2004-09-13,,,,,,,,,,,,,55598.7155883038,
2004-09-14,250.390277777778,77.9194444444445,4.84305555555556,19.0355046829179,0.913039138764711,0.082606524,0.396982142857143,28.9464010282776,1900-09-15,258.0,1900-09-01,September,80105.2455320886,2004.0
2004-09-15,155.976388888889,122.759722222222,3.70972222222222,18.8616652083333,,,,,1900-09-16,259.0,1900-09-01,September,101973.413791474,2004.0
2004-09-16,97.1986111111111,175.016666666667,4.24444444444444,18.8793500347222,,,,,1900-09-17,260.0,1900-09-01,September,107654.955960196,2004.0
2004-09-17,124.245833333333,208.233333333333,4.74722222222222,18.9408603125,,,,,1900-09-18,261.0,1900-09-01,September,94600.5169285048,2004.0
2004-09-18,32.7125,106.447222222222,8.31111111111111,18.8533372222222,,,,,1900-09-19,262.0,1900-09-01,September,69184.1212848945,2004.0
2004-09-19,182.991666666667,150.369444444444,8.52222222222222,18.5553995833333,,,,,1900-09-20,263.0,1900-09-01,September,54071.2634417757,2004.0
2004-09-20,246.205555555556,266.65,4.71527777777778,18.1399621527778,,,,,1900-09-21,264.0,1900-09-01,September,53329.4519011934,2004.0
2004-09-21,179.054166666667,188.441666666667,3.12916666666667,18.1050408680555,,,,,1900-09-22,265.0,1900-09-01,September,66330.1736830227,2004.0
2004-09-22,219.847101449275,234.192028985507,3.75314009661836,18.1080857622617,2.87630982574583,0.531555024,0.58356375,9.46890745501286,1900-09-23,266.0,1900-09-01,September,82777.4069296696,2004.0
2004-09-23,226.740277777778,162.918055555556,3.82638888888889,17.9087995479347,,,,,1900-09-24,267.0,1900-09-01,September,88360.062965179,2004.0
2004-09-24,228.455555555555,171.759722222222,2.83611111111111,17.5528406597222,,,,,1900-09-25,268.0,1900-09-01,September,,2004.0
2004-09-25,203.011111111111,226.340277777778,6.76944444444444,17.8818728819444,,,,,1900-09-26,269.0,1900-09-01,September,,2004.0
2004-09-26,163.036111111111,189.943055555556,4.11111111111111,17.9712397569444,,,,,1900-09-27,270.0,1900-09-01,September,,2004.0
2004-09-27,188.640277777778,166.384722222222,3.42638888888889,17.3599714818939,,,,,1900-09-28,271.0,1900-09-01,September,108750.173704097,2004.0
2004-09-28,,,,,,,,,,,,,103180.346937301,
2004-09-29,,,,,,,,,,,,,79963.8037264719,
2004-09-30,-0.927272727272727,238.772916666667,3.77291666666667,17.4860431207483,,,,,1900-10-01,274.0,1900-09-01,September,52853.6228207666,2004.0
2004-10-01,204.675,238.016666666667,2.49166666666667,17.5110415625,,,,,1900-10-02,275.0,1900-10-01,October,36109.7371412643,2004.0
2004-10-02,156.914492753623,162.95,3.55833333333333,17.4937468402778,,,,,1900-10-03,276.0,1900-10-01,October,26943.6626443317,2004.0
2004-10-03,140.945833333333,92.6736111111111,4.84722222222222,17.6586353472222,,,,,1900-10-04,277.0,1900-10-01,October,21296.4233292847,2004.0
2004-10-04,185.308333333333,240.322222222222,3.82638888888889,17.6222442708333,0.135300100355807,0.0,0.628224241071429,4.70992287917738,1900-10-05,278.0,1900-10-01,October,21305.8747515209,2004.0
2004-10-04,185.308333333333,240.322222222222,3.82638888888889,17.6222442708333,2.3086170969802,0.0,0.783047276785714,5.20053984575835,1900-10-05,278.0,1900-10-01,October,21305.8747515209,2004.0
2004-10-04,185.308333333333,240.322222222222,3.82638888888889,17.6222442708333,1.3198855943800751,0.6993334920000001,0.62177328125,7.221881748071979,1900-10-05,278.0,1900-10-01,October,21305.8747515209,2004.0
2004-10-05,172.386111111111,201.677777777778,4.6625,17.4953826353007,,,,,1900-10-06,279.0,1900-10-01,October,16492.041317181,2004.0
2004-10-06,195.308333333333,275.358333333333,4.35833333333333,17.1538961805556,,,,,1900-10-07,280.0,1900-10-01,October,9253.82251289861,2004.0
2004-10-07,191.004166666667,235.955555555556,2.79583333333333,17.0222128676471,,,,,1900-10-08,281.0,1900-10-01,October,17753.1137963586,2004.0
2004-10-08,192.631944444444,188.393055555556,4.57916666666667,17.110483125,,,,,1900-10-09,282.0,1900-10-01,October,39116.712906881,2004.0
2004-10-09,171.376388888889,181.930555555556,4.83611111111111,17.1590475694444,,,,,1900-10-10,283.0,1900-10-01,October,66601.6955631035,2004.0
2004-10-10,91.4694444444444,250.004166666667,3.61944444444444,17.1429563541667,,,,,1900-10-11,284.0,1900-10-01,October,80827.7703364424,2004.0
2004-10-11,115.836111111111,221.016666666667,7.70833333333333,16.582771875,,,,,1900-10-12,285.0,1900-10-01,October,61352.412271672,2004.0
2004-10-12,82.3777777777778,306.536111111111,5.35416666666667,16.1549116666667,,,,,1900-10-13,286.0,1900-10-01,October,28053.6015206671,2004.0
2004-10-13,178.180281690141,268.852777777778,3.56388888888889,15.9477495137896,,,,,1900-10-14,287.0,1900-10-01,October,14241.4874999294,2004.0
2004-10-14,53.7458333333333,98.3,4.38333333333333,15.8596637152778,,,,,1900-10-15,288.0,1900-10-01,October,19902.3211023264,2004.0
2004-10-15,51.0111111111111,177.227777777778,4.04027777777778,15.6397109375,,,,,1900-10-16,289.0,1900-10-01,October,29089.5138364381,2004.0
2004-10-16,152.831944444444,228.443055555556,10.575,15.5314988194444,,,,,1900-10-17,290.0,1900-10-01,October,33247.6107883966,2004.0
2004-10-17,82.7986111111111,260.620833333333,9.46388888888889,15.6347110763889,,,,,1900-10-18,291.0,1900-10-01,October,32555.7594824598,2004.0
2004-10-18,170.819444444444,276.325,4.95694444444444,15.1211410195707,,,,,1900-10-19,292.0,1900-10-01,October,21281.0509406529,2004.0
2004-10-19,11.6638888888889,91.3305555555556,5.58472222222222,14.9904571207265,,,,,1900-10-20,293.0,1900-10-01,October,10980.128547783,2004.0
2004-10-20,56.1041666666667,46.2583333333333,8.07638888888889,14.5603740296053,,,,,1900-10-21,294.0,1900-10-01,October,10207.9907755214,2004.0
2004-10-21,,,,,,,,,,,,,11077.4312016147,
2004-10-22,75.6819444444445,37.5805555555555,8.65694444444444,13.4780580288952,,,,,1900-10-23,296.0,1900-10-01,October,15907.3318326174,2004.0
2004-10-23,66.3333333333333,31.0805555555556,9.82361111111111,13.2238877083333,,,,,1900-10-24,297.0,1900-10-01,October,21213.1163605042,2004.0
2004-10-24,34.7388888888889,28.8861111111111,8.66944444444444,13.125266875,,,,,1900-10-25,298.0,1900-10-01,October,19178.3923002426,2004.0
2004-10-25,59.4638888888889,114.629166666667,5.81527777777778,13.0200435069444,,,,,1900-10-26,299.0,1900-10-01,October,12722.7586939782,2004.0
2004-10-26,22.6361111111111,212.180555555556,4.27361111111111,12.8889646875,,,,,1900-10-27,300.0,1900-10-01,October,8649.42912374708,2004.0
2004-10-27,110.641666666667,219.063888888889,4.14305555555556,12.6229240972222,,,,,1900-10-28,301.0,1900-10-01,October,7262.51338983053,2004.0
2004-10-28,156.861111111111,82.5916666666667,5.77777777777778,12.4572441319444,,,,,1900-10-29,302.0,1900-10-01,October,8466.35624289469,2004.0
2004-10-29,55.669014084507,244.311111111111,5.20972222222222,12.2696891134649,,,,,1900-10-30,303.0,1900-10-01,October,10208.4973215326,2004.0
2004-10-30,19.1833333333333,181.905555555556,5.33888888888889,12.2479929513889,,,,,1900-10-31,304.0,1900-10-01,October,,2004.0
2004-10-31,98.1986666666667,249.366666666667,5.91466666666667,12.4045336111111,,,,,1900-11-01,305.0,1900-10-01,October,,2004.0
2004-11-01,144.077777777778,278.166666666667,5.67916666666667,12.6865903472222,,,,,1900-11-02,306.0,1900-11-01,November,,2004.0
2004-11-02,88.4361111111111,177.851388888889,4.54583333333333,12.5299127853551,,,,,1900-11-03,307.0,1900-11-01,November,,2004.0
2004-11-03,116.969444444444,308.668055555556,5.77222222222222,12.4451271875,,,,,1900-11-04,308.0,1900-11-01,November,,2004.0
2004-11-04,88.8125,209.413888888889,6.40833333333333,12.3864126736111,,,,,1900-11-05,309.0,1900-11-01,November,,2004.0
2004-11-05,143.326388888889,274.047222222222,11.6194444444444,12.3714356597222,,,,,1900-11-06,310.0,1900-11-01,November,,2004.0
2004-11-06,113.315277777778,251.355555555556,11.8013888888889,12.5870732986111,,,,,1900-11-07,311.0,1900-11-01,November,,2004.0
2004-11-07,129.379166666667,231.804166666667,6.875,12.5318407291667,,,,,1900-11-08,312.0,1900-11-01,November,,2004.0
2004-11-08,94.6291666666667,298.448611111111,5.23472222222222,12.3778894097222,,,,,1900-11-09,313.0,1900-11-01,November,,2004.0
2004-11-09,130.972222222222,340.055555555556,5.60972222222222,12.1304420833333,,,,,1900-11-10,314.0,1900-11-01,November,,2004.0
2004-11-10,133.930555555556,253.716666666667,4.11527777777778,11.7436802083333,,,,,1900-11-11,315.0,1900-11-01,November,,2004.0
2004-11-11,67.3416666666667,234.777777777778,9.22638888888889,11.3913455555556,,,,,1900-11-12,316.0,1900-11-01,November,,2004.0
2004-11-12,23.9027777777778,51.15,7.10833333333333,11.1385835416667,,,,,1900-11-13,317.0,1900-11-01,November,,2004.0
2004-11-13,20.1319444444444,71.8388888888889,9.52361111111111,10.7801075694444,,,,,1900-11-14,318.0,1900-11-01,November,,2004.0
2004-11-14,125.8875,323.013888888889,6.26666666666667,10.4591215625,,,,,1900-11-15,319.0,1900-11-01,November,,2004.0
2004-11-15,120.2,286.820833333333,3.31805555555556,10.4167954513889,,,,,1900-11-16,320.0,1900-11-01,November,,2004.0
